CONSULTA CREA:

Palabras ortográficas: neumaticos | 

Agrupado por acentos, mayúsculas

Documentos: 339 / Frecuencia absoluta: 547 / Frecuencia normalizada: 4,37 por millón

BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Hernández Corvo, Roberto: Morfología funcional deportiva. Barcelona: Paidolibro, 1989.	Hernández Corvo, Roberto	Morfología funcional deportiva	1989	Primera edición	No ficción	Escrito	Libro	Salud	Cuba	Antillas			Fig. 3.10. Corte frontal a nivel de los senos frontales. Vista posterior. Huesos neumáticos craneanos. Celdas y senos aéreos perinasales.
«Tapar agujeros». El País. Madrid: Diario El País, S.A., 1989-08-02.		El País	1989	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España				Resulta que la carretera C-153 de Vic a Olot está hecha un monumento prehistórico, parece toda ella un queso de gruyère y digna de ser utilizada para una etapa del París-Dackar. Dan fe de ello las astronómicas facturas de ambas comarcas referentes a neumáticos, amortiguadores, riñones, etcétera, y del ostensible aumento de venta de vehículos todo terreno. Resulta que los sufridos usuarios llevamos años protestando en forma de más o menos vistosas pintadas y algún que otro cementerio con lápidas a los responsables. También nosotros, como infortunados usuarios, hemos aportado nuestro granito de arena.
«Senna intenta retrasar el 'alirón' de Prost». El País. Madrid: Diario El País, S.A., 1989-10-01.		El País	1989	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				momento, era el segundo (1.21.85), por detrás de Martini (1.21.80). En 20 minutos, el francés Philippe Alliot (Lola, 1.21.70) y el austriaco Gerhard Berger (Ferrari, 1.21.42) habían mejorado el mejor tiempo. Cuando Senna salió era el cuarto. Dio dos vueltas: una, para calentar los neumáticos; otra, para tantear la situación con sus a estrenar gomas E de Good-Year. Sólo hizo 1.22.34. Los japoneses y los británicos siguieron manipulando después su bólido. La pista seguía repleta. Pero Senna vivía tranquilo la espera. Su imagen era la del cazador, apostado tras un árbol y seguro de que derribará
«Herrhausen era la gran estrella del poderío financiero alemán occidental». El País. Madrid: Diario El País, S.A., 1989-12-01.		El País	1989	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				a las citas de Karl Popper e Immanuel Kant, vio recompensada su tenacidad con el cargo de portavoz único del Deutsche Bank. Hasta ayer, Herrhausen presidía el consejo de supervisión de Dalmler Benz, el primer grupo industrial de la RFA, y el de otras grandes empresas, como la constructora Philip Holzmarín y, el fabricante de neumáticos Continental. Amigo y consejero personal del canciller Helmut Kohl, figuraba también como miembro asesor de los consejos directivos de las multinacionales Unilever y AT&T. Y es que a diferencia de muchos de sus colegas, el presidente del Deutsche era un visionario. Así, fue el primero en sugerir en 1987 que la banca internacional
VV.AA.: Descubrir la electricidad. México D.F.: Addison Wesley Longman, 1989.	VV.AA.	Descubrir la electricidad	1989	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	México	México y Centroamérica		La primera edición (en otra editorial) es de 1989, que es la fecha que se toma, por tanto, como fecha de creación	a través suyo al suelo. No hubiera sucedido nada si usted no hubiera tenido sudados los pies o si sus zapatos tuvieran suela de goma, que es un buen aislante. Tampoco hubiera sucedido nada si la carretera hubiera estado húmeda, porque el coche se habría descargado por el camino. Pero, claro, los neumáticos son de goma y, por tanto, buenos aislantes.
VV.AA.: Descubrir la electricidad. México D.F.: Addison Wesley Longman, 1989.	VV.AA.	Descubrir la electricidad	1989	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	México	México y Centroamérica		La primera edición (en otra editorial) es de 1989, que es la fecha que se toma, por tanto, como fecha de creación	– ¿En qué condiciones los neumáticos son conductores?
«Violencia en Ecuador por huelga de transporte». El Universal. Caracas: Electronic Publishing Group, 1999-04-06.		El Universal	1989	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	Venezuela	Caribe continental		Procesado por medio de un programa de reconocimiento de voz	Según informes oficiales, alrededor de 30 personas, en su mayor parte choferes, han sido arrestadas en todo el país por encender neumáticos y colocar barricadas en calles y carreteras para impedir el tránsito de vehículos.
Trías, Carlos: El encuentro. Barcelona: Tusquets, 1990.	Trías, Carlos	El encuentro	1990	Primera edición	Ficción	Escrito	Libro	Novela	España			Mayúsculas no acentuadas.	Las cuatro y cinco: llevaba unos minutos de retraso, pero no podía ir más deprisa porque los neumáticos estaban gastados y el firme no era de fiar. Eso de firme siempre le había hecho gracia y lo repitió varias veces en voz alta intentando llenarlo de sustancia. Ya casi lo había conseguido cuando un pensamiento inquietante le amargó la operación. ¿Quién le aseguraba que la tierra, sintiéndose desafiada por el verbo
«PROST LE QUEMÓ PELÍCULA A SENNA». Expreso. Lima: Editora Nacional, 1990-10-01.		Expreso	1990	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz	El piloto sudamericano se mantuvo en la punta hasta el primer cambio de neumáticos. Prost, que había largado con gomas blandas, fue el primero en cambiar los neumáticos. Senna lo hizo en la vuelta siguiente.
«PROST LE QUEMÓ PELÍCULA A SENNA». Expreso. Lima: Editora Nacional, 1990-10-01.		Expreso	1990	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz	El piloto sudamericano se mantuvo en la punta hasta el primer cambio de neumáticos. Prost, que había largado con gomas blandas, fue el primero en cambiar los neumáticos. Senna lo hizo en la vuelta siguiente.
«PROST LE QUEMÓ PELÍCULA A SENNA». Expreso. Lima: Editora Nacional, 1990-10-01.		Expreso	1990	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz	Los cambios de neumáticos fueron excelentes para los dos pilotos, pero al terminar el suyo Senna no pudo recuperar la punta, quedando tercero detrás de Prost y Mansell.
Vázquez Montalbán, Manuel: Galíndez. Barcelona: Seix Barral, 1993.	Vázquez Montalbán, Manuel	Galíndez	1990	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Nacional 1991 y Premio Europeo 1992	al partido socialista, perdedor menor de una guerra mayor, universitario tardío, especialista en erasmismo, amigo más o menos de Sánchez Albornoz al que conoció en Burdeos, alto, moreno, te lo han descrito los pocos que lo recuerdan, muy alto, muy moreno y te imaginas su largo cuerpo aplastado por los neumáticos, su morenez agujereada por los balazos que daban al asesinato el pulso de una mano humana aferrada a la culata, al final de un largo brazo, el largo brazo de Trujillo. Pero tus ojos se levantan desde esa piltrafa rota caída sobre el asfalto más sucio de este mundo y atienden el movimiento de
«Matan de 10 puñaladas a un taxista de Arganda». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1990	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. No se acentúan las mayúsculas. Incluido en CD-ROM del segundo semestre de 1994	Tomás Martín llegó al descampado ya exánime a bordo del taxi conducido por su presunto o presuntos agresores. A continuación, su cuerpo fue arrastrado a unos cinco metros del borde del camino. El camino a la Dehesa de Valtierra posee un viejo asfaltado, por lo que no se pudo apreciar en él huella alguna de neumáticos.
««Los Ynestrillas somos víctimas de una maquinación»». Tiempo. Madrid: Ediciones Tiempo, 1990-08-13.		Tiempo	1990	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España			Versión realizada sobre texto plano del corpus Entrevis.90. Mayúsculas no acentuadas.	— Hacía una vida completamente normal. Por la mañana trabajaba conmigo en mi despacho y por la tarde atendía su negocio de neumáticos con su amigo Gonzalo Chércoles. Se dedicaba tan sólo a su trabajo, sus actividades deportivas, gimnasio y a su familia, su mujer y sus dos hijas.
Freire, Toño: La tevedécada de los '80. Santiago de Chile: Ediciones EACE, 1990.	Freire, Toño	La tevedécada de los '80	1990	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Chile	Chilena			En general los comerciales poseen un nivel que les posibilita competir en el extranjero llegando a obtener primeros lugares. Uno de los más galardonados y felicitados de la década fue el que protagonizara Luis Alarcón, interpretando a un indio, para una marca de neumáticos, pero igual hubo otros de franca categoría internacional.
Grande, Félix: Fábula. Barcelona: Plaza y Janés, 1991.	Grande, Félix	Fábula	1991	Primera edición	Ficción	Escrito	Libro	Relato	España			No se ha marcado el texto resaltado de las páginas 82-94 y 216-226 (comillas dobles) por su extensión.	esa emoción y ninguna otra cosa lo que llevó a muchos de nosotros a arrojar hacia la purificación del fuego todo aquello que es claramente efímero o que finge ser duradero: gatos, autos usados, actores, toallas manchadas, filósofos, ovejas secas, violadores, prostíbulos, papagayos afónicos, libros presuntuosos, gitanos, neumáticos de baja calidad, semitas arrogantes o embozados, paños higiénicos, cáscaras de naranja, proyectiles de fogueo, ropa interior en general, potingues de tocador, mendigos, analgésicos, enemigos y monos amarillos. Los  objetos aceptaban el fuego sin más protesta que un efímero chisporroteo, en tanto que los individuos efímeros pretendían, mediante altisonantes alaridos
Cerezales, Agustín: Escaleras en el limbo. Barcelona: Lumen, 1991.	Cerezales, Agustín	Escaleras en el limbo	1991	Primera edición	Ficción	Escrito	Libro	Relato	España				A Nelia le gustaba perseguir imágenes: venían a ella como libélulas de grandes alas giratorias e invisibles, huían hasta los desvanes de la casa, y allí le descubrían extrañas reliquias de otros asombros, neumáticos, cuadernos de contabilidad, colecciones desencuadernadas, mientras sonaban en el sótano los martillazos que daba Egerio en el yunque del presente.
Pérez San Emeterio, Carlos: Pilotos y aventura. Historia de los viajes en avión. Barcelona: Juventud, 1991.	Pérez San Emeterio, Carlos	Pilotos y aventura. Historia de los viajes en avión	1991	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Pero a veces ni siquiera eso bastaba. El clima era demasiado duro; los neumáticos se fundían literalmente por el calor, los motores eran permanentemente maltratados por el polvillo desértico, y cada vez que sufrían una parada en pleno vuelo y había que hacer un aterrizaje de emergencia, los pilotos temblaban por miedo a caer en manos de las tribus nómadas que pululaban por allí.
Pérez San Emeterio, Carlos: Pilotos y aventura. Historia de los viajes en avión. Barcelona: Juventud, 1991.	Pérez San Emeterio, Carlos	Pilotos y aventura. Historia de los viajes en avión	1991	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				etapa de servicio, cuando sus motores Avon carecían aún de inversiones de flujo que actuaran como frenos en pista, los padres del Caravelle, Satre y Servanty, tuvieron la feliz idea de montarle un paracaídas desplegable en la cola, como los grandes bombarderos B-47 y Victor. Aquello indudablemente ahorraba pista y cubierta de neumáticos, pero, por suerte, los inversores de empuje no tardaron mucho tiempo y se evitó así el pintoresco espectáculo de contemplar al primer reactor de pasajeros de alcance medio aterrizando como un bombardero «V».
Vega, Luis: Estado militar y transición democrática en Chile. Madrid: Prensa y Ediciones Iberoamericanas, 1991.	Vega, Luis	Estado militar y transición democrática en Chile	1991	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	Chile	Chilena		El libro incluye un índice de abreviaturas y siglas en la página 271, que no se recoge en esta transcripción electrónica. Salvo excepciones, en general no se acentúan las mayúsculas.	mantuvieron protestas y huelgas. Y sus dirigentes conservaron capacidad convocatoria social. La Primera Protesta nacional en mayo de 1983 determinó una represión brutal del régimen castrense. Todo el pueblo salió a la calle. El régimen de Dictadura Militar «pura» fue, totalmente herido. El ruido de cacerolas, bocinazos, encendidos de neumáticos, apagones de luz eléctrica a lo largo de miles de kilómetros, la desobediencia civil, en enfrentamiento multitudinario de las poblaciones marginales, los desacatos públicos al C.J.E. y a la Férula Militar, y el funcionamiento paralelo de grupos de autodefensa, enfrentamientos y acciones armadas, y la crítica cultural e intelectual a
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	Neumáticos: Pueden servir para confeccionar calzado; como depósito de agua.
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	De día debe agregarse paja húmeda, goma, neumáticos, aceite de motor, trapos húmedos, grasa animal, etc. para producir humo denso. Al atardecer y en la noche, fuego más luminoso. La señal de humo es especialmente recomendable en días sin viento.
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	un fuego aprovechable, use combustible, aceite, carbón, leña, material de relleno de vehículos, algas secas, grasa animal, champas de pasto (coirón), piñas (conos de pino), excremento seco de animales (conejos, herbívoros mayores), hojas, papel, corteza de árboles, trapos, neumáticos, nidos de aves. Es recomendable mantener estos elementos reunidos y protegidos para poder usarlos en cuanto se necesiten.
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	No sólo la gasolina, parafina, petróleo, aceite, grasa lubricante y neumáticos son combustibles, también lo es la grasa animal, especialmente si se derrite para obtener aceite y grasa fina.
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	produce una pequeña explosión al principio. A estas estufas con mezcla de gasolina, no se les puede agregar más mezcla hasta que no se hayan apagado y enfriado. Lo recomendable es seguir alimentándola con pequeñas cantidades de aceite de motor, grasa de vehículo, grasa de animal u otro combustible (trozos pequeños de neumáticos, bosta de animales, de trozos de plástico).
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	Si ha perdido los zapatos, confeccione otros lo antes posible para evitar daño en los pies. Puede usar cajas de cartón, cuero de animal (con el pelo hacia el interior), cortezas de árboles, género, cámaras de neumáticos, forros de vehículos, etc.
Artigas, Jorge N.: Manual de sobrevivencia. Concepción: Editora Aníbal Pinto, 1991.	Artigas, Jorge N.	Manual de sobrevivencia	1991	Primera edición	No ficción	Escrito	Libro	Salud	Chile	Chilena		No hay numeración de páginas, sino de párrafos (1-570). No acentúa las mayúsculas.	Si dispone de un animal de tiro, puede armar una parihuela o "trineo de las praderas". Si debe atravesar ríos o esteros profundos, puede armar una a balsa de juncos o totora, madera, neumáticos, o un torito, el cual se transporta desarmado y se arma al momento de usarlo, en las figuras se muestra la forma de armarlos. En la nieve, son necesarias las raquetas de nieve o los trineos de carga. La necesidad de estos elementos se establece durante la planificación del desplazamiento
92205069. Examen escrito 1992. s.l.: s.n., s.a..		92205069. Examen escrito 1992	1992	Fecha de adquisición	No ficción	Escrito	Miscelánea	Ciencias y tecnología	España			Texto perteneciente a Corpus 92, proyecto financiado por el MEC y por la Universitat Pompeu Fabra de Barcelona.	Supongamos, por ejemplo, un automóvil que está tomando una curva. Desde un punto de vista no inercial, diremos que el vector velocidad es tangente a la trayectoria y por tanto tiende a moverse en ese sentido pero que describe una curva por la aparición de una fuerza normal debida al rozamiento de los neumáticos con la carretera. Desde un punto de vista inercial, sin embargo, los pasajeros se ven atraídos por una fuerza de sentido contrario a la dirección de la curva, y a esto es a lo que llamamos fuerza de inercia. Esta fuerza en verdad no es real, y sólo se debe a que el vector velocidad
Alberto, Eliseo: La eternidad por fin comienza un lunes. Barcelona: Anagrama, 1994.	Alberto, Eliseo	La eternidad por fin comienza un lunes	1992	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas			, al otro lado de los platanales. La fuga de Pascual Armero, ante los ojos del coronel Humberto de Orleáns, fue entendida como una ofensa, y no sólo a la memoria de sir Edgar Morgan Sullivan sino además a su fama y puntería de rancheador. Los cazadores siguieron al prófugo por el rastro de los neumáticos. Divididos en pequeñas columnas, tendieron un cerco implacable y comenzaron a cerrar el nudo. Pascual aprendió a sobrevivir en las circunstancias más rudas. Vendió la moto en un deshuesadero de chatarra y buscó refugio en las favelas de los pobres. Dormía donde le sorprendiese la noche, a veces bajo los puentes, a veces
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Las máquinas que utilizaban eran bicicletas de cicloturismo bastante mejoradas en cuanto a frenos, neumáticos, desarrollos... e incluso se llegaron a utilizar ruedas de 26" construidas de forma artesanal. En la información de la época que ha llegado a mis manos he podido ver, en el capítulo de bricolage de una revista, la explicación de cómo acoplar a un juego de tres platos Sugino una cuarta "catalina"
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Es la distancia que separa el centro de la caja pedalier con el suelo. Dependiendo del tipo de neumáticos que llevéis puede variar hasta 1 cm. Cuanto más bajo sea (29 cm.) más estable será la bicicleta al llevar cerca del suelo el centro de gravedad pero, en contrapartida, podrás chocar más fácilmente con piedras y salientes del camino.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Los neumáticos
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	También veíamos que todos los órganos del grupo no eran factibles de intercambio pues, entre otras, surgían incompatibilidades, teniendonos que amoldar, como mucho, a hacerlos funcionar perfectamente como única diversión. Con los Componentes la cosa cambia de manera relevante, ahora podemos variar la personalidad de nuestra BTT cambiando los neumáticos, poniendo una potencia en la dirección más larga o cortándole unos centímetros el manillar.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Los neumáticos.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Con el apelativo "Fat tire" (ruedas gordas) son muchos los aficionados americanos que han denominado al movimiento de Mountain Bike y razón no les falta porque, lo primero que llama la atención de nuestras bicis a un neófito son las generosas dimensiones de sus cubiertas. Las funciones básicas de los neumáticos son: mejorar la tracción de la bicicleta y proporcionar mayor confort al conductor. gracias al tallado de las cubiertas de BTT nuestra bicicleta se puede desenvolver por terrenos irregulares de superficie poco compacta. Existen multitud de dibujos diseñados para "offroad" pero los parámetros básicos son los siguientes:
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Aparte de estos diseños existen otros tipos de tallado más específicos que pertenecen al propio de los neumáticos de competición, generalmente concebidos para un uso muy concreto (descensos, tracción en curvas con máxima inclinación... ).
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Existen una serie de protectores, fabricados en kevlar o poliester, que se colocan entre la cámara y la cubierta. Se utilizan para reforzar la resistencia de los neumáticos frente a posibles pinchazos por elementos punzantes. Si circulas habitualmente por terrenos que tengan zarzas o espinos podrás equiparte con estos accesorios para evitar pinchar con los citados elementos.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Por supuesto que no os voy a contar cómo se arregla un pinchazo pues eso  es labor de un manual práctico y, doy por hecho que, si has llegado a este punto, ya has pasado por esa experiencia alguna vez. Sí te relataré a continuación las diversas "pegas" que puedas tener con tus neumáticos. Mantenimiento.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Como innovación en el mundo de los neumáticos ya se empiezan a ver del tipo tubular o, lo que es lo mismo, sin cámara. En estos todo el cuerpo de la cubierta y la cámara es el mismo, haciendo prácticamente imposible reventar como consecuencia del pellizco de la cámara producido por un fuerte impacto.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Su peso es bastante reducido pero su elevado precio y la necesidad de utilizar un tipo especial de llantas para montar este tipo de neumáticos, las hacen bastante impopulares.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Con ello se consigue impulsar más cantidad de aire con cada movimiento de acción. Cuanto menor sea el diámetro del cilindro de la bomba más presión podrá enviar a los neumáticos, pero lo hará más despacio que una de mayor diámetro.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Se pueden considerar una solución de emergencia no sirviendo como método habitual de hinchar los neumáticos ni para reparar pinchazos.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	una bicicleta de montaña este es el que con menos adeptos cuenta pues, a diferencia de los demás, hace perder "look" a la bicicleta aunque, cuando el invierno arrecia y el barro hace su aparición, tendrás que valorar quién tiene que ir más guapo si la bici o tú. Al ser los neumáticos de BTT tan gruesos los guardabarros tienen que tener unas dimensiones lo suficientemente generosas como para cubrir los flancos de las ruedas, de manera que quede recogida la mayor cantidad posible de agua o barro sin ser proyectada sobre el ciclista.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Son mucho más prácticos los desmontables fabricados en plástico, pues con ellos es mucho más difícil pellizcar la cámara al intentar extraerla de la cubierta y su peso es menor. Muchas bicicletas que llevan llantas anchas no necesitan desmontables para sacar las cámaras pues, al deshinchar los neumáticos, estas salen sin oponer demasiada resistencia.
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	– Una mayor seguridad, al emplear adecuadamente todos los órganos que intervienen en la seguridad activa de la bicicleta (neumáticos, frenos...).
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Si, manteniendo frenada nuestra bicicleta, intentamos saltar sobre los pedales veremos que los neumáticos nos devuelven el impulso que aplicamos sobre ellos. Ahora de lo que se trata es de flexionarnos enérgicamente sobre la bicicleta (doblando las rodillas y los codos) aprovechando la respuesta de los neumáticos para estirarnos de golpe, como si fuéramos a dar un salto a buen seguro que la bicicleta nos acompañará. Si
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Si, manteniendo frenada nuestra bicicleta, intentamos saltar sobre los pedales veremos que los neumáticos nos devuelven el impulso que aplicamos sobre ellos. Ahora de lo que se trata es de flexionarnos enérgicamente sobre la bicicleta (doblando las rodillas y los codos) aprovechando la respuesta de los neumáticos para estirarnos de golpe, como si fuéramos a dar un salto a buen seguro que la bicicleta nos acompañará. Si a este movimiento le imprimimos un golpe de hombros lateral veremos como podernos desplazar nos "a botes", de veinte o treinta centímetros, hacia cualquiera de nuestros lados. Solo nos quedaría saltar
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Si lo encontramos en ascenso o descenso desiste del intento. En zonas llanas podremos circular quitando bastante aire de los neumáticos y pedaleando con muchísimo cuidado ya que, cualquier giro brusco o cambio de peso sobre nuestra máquina, hará que demos con nuestros huesos en el suelo y, ojo, que puede ser más duro que el asfalto. Si no eres ningún "figura" intenta pasarlo andando  con mucho cuidado pues, aún así, te
Bueno, Pablo: El libro del mountain bike. Madrid: Desnivel, 1992.	Bueno, Pablo	El libro del mountain bike	1992	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España			No se acentúan las mayúsculas y el resto de la acentuación del texto presenta continuas incorrecciones que se han respetado	Como normas generales deberás quitar aire a los neumáticos y utilizar el plato pequeño contínuamente.
